natureza_juridica_codigo	natureza_juridica_descricao	natureza_juridica_escopo	imposto_importacao	imposto_exportacao	ipi	irpf	irpj	irrf	iof	itr	cofins	pis_pasep	csll	cide_combustiveis	contribuicao_previdenciaria	cpsss	pagamento_unificado	outras_receitas_rfb	demais_receitas
2011	Empresa Pública	as entidades dotadas de personalidade jurídica de direito privado. com patrimônio próprio e capital inteiramente público. pertencente à União. aos Estados. ao Distrito Federal ou aos Municípios. cuja criação é autorizada por lei para a exploração de atividade econômica. podendo revestir- se de qualquer das formas admitidas em direito. desde que compatíveis com sua especial natureza. podendo ser uni ou pluripessoal. Base legal: Constituição Federal. art. 37. inciso XIX. e 173. § 1º e seus incisos. §§ 2º e 3º. e Decreto-Lei n. º 200. de 25 de fevereiro de 1967. alterado pelo Decreto-Lei n. º 900. de 29 de setembro de 1969	727759560.12	0.00	2910686.01	0.00	2803973004.66	11109522575.00	1847882873.41	565793.62	3085017502.49	554926614.58	2217771052.49	7754004.99	10827191669.34	323837605.81	1957651805.09	6414932682.07	210984499.74
2038	Sociedade de Economia Mista	as entidades dotadas de personalidade jurídica de direito privado. cuja criação é autorizada por lei para a exploração de atividade econômica. sob a forma de sociedade anônima. cujas ações. com direito a voto. pertençam em sua maioria à União. aos Estados. ao Distrito Federal ou aos Municípios. sujeitando- se ao regime jurídico inerente ao das empresas privadas. Base legal: Constituição Federal. art. 37. inciso XIX. e 173 e §§; Decreto-Lei n. º 200. de 1967. alterado pelo Decreto-Lei n. º 900. de 1969; Lei n. º 6.404. de 15 de dezembro de 1976. art. 235 a 242	161778032.18	0.00	55847737.42	380829256.44	22761058211.75	14223942711.90	4304024624.95	6053747.78	25337864697.62	5316099932.42	11064363904.41	3162859074.59	15294388116.80	133647103.28	6808060784.30	1967389093.33	49200541948.83
2046	Sociedade Anônima Aberta	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. cujos valores mobiliários de sua emissão estão admitidos à negociação no mercado de valores mobiliários. estando sob a fiscalização da Comissão de Valores Mobiliários (CVM). Base legal: Lei n. º 6.404. de 1976 (com a redação dada pela Lei n. º 10.303. de 31 de outubro de 2001). os bancos privados. quando assumirem a natureza jurídica de sociedade anônima aberta e as Empresas Binacionais Brasileiro- argentinas (EBBA). quando assumirem a natureza jurídica de sociedade anônima aberta	1534924864.55	2602.40	2306118175.20	7733.54	15016533657.61	33469271846.68	11055637389.99	3403629.07	18809975004.38	3772725046.41	9444108925.96	430579222.72	21837596868.88	2007.26	3658412828.21	585389680.77	1134936416.71
2054	Sociedade Anônima Fechada	as entidades dotadas de personalidade jurídica de direito privado. de natureza mercantil. as quais. ao invés das companhias abertas. não contam com a admissão dos valores mobiliários de sua emissão à negociação no mercado de valores mobiliários. não estando sujeitas. portanto. à fiscalização da Comissão de Valores Mobiliários (CVM). Base legal: Lei n. º 6.404. de 1976 (com a redação dada pela Lei n. º 10.303. de 2001). as subsidiárias integrais (art. 251 da Lei n. º 6.404. de 1976). as sociedades de garantia solidária (art. 25 da Lei no 9.841. de 5 de outubro de 1999). as sociedades de crédito ao microempreendedor (Resolução n. º 2.627. de 02 de agosto de 1999. art. 1º. § 1º. inciso I. do Conselho Monetário Nacional (CMN)). os bancos privados. quando assumirem a natureza jurídica de sociedade anônima fechada. as entidades de previdência complementar abertas (art. 36 da Lei Complementar n. º 109. de 29 de maio de 2001) e as Empresas Binacionais Brasileiro- argentinas (EBBA). quando se revestirem da forma de sociedade anônima fechada	5593659843.89	216411.51	6083361063.51	649880.69	52871237750.50	85717650902.63	21350689411.21	43641548.51	48052399977.48	9917694229.65	29619274313.18	1300630347.48	50811538722.71	20398.00	5877630746.93	1764962699.74	7577425561.49
2062	Sociedade Empresária Limitada	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. cujo capital social é dividido em quotas. iguais ou desiguais. cabendo uma ou diversas a cada sócio. que responde de forma restrita ao valor de suas quotas. porém todos os sócios respondem solidariamente pela integralização do capital social. A firma ou denominação social é sempre seguida da palavra “limitada” ou Ltda.”. Os seus atos constitutivos. alteradores e extintivo são arquivados na Junta Comercial. Base legal: Código Civil (Lei 10.406 de 10/01/2002. art. 1.052 a 1.087). as sociedades de crédito ao microempreendedor. quando assumirem a natureza jurídica de sociedade de responsabilidade limitada (Resolução CMN n. º 2.627. de 1999. art. 1º. § 1º. inciso II) e as Empresas Binacionais Brasileiro- argentinas (EBBA). quando adotarem a forma de sociedade de responsabilidade limitada	38517974247.30	1321559.46	41806621252.07	1626616.86	112421181684.78	80833690889.78	985857146.70	88206604.22	147787643810.14	31840069746.96	54956261873.77	5913081956.97	195730475000.97	1389930.33	9524616400.03	5537491550.03	21181899846.80
2070	Sociedade Empresária em Nome Coletivo	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. em que todos os sócios. pessoas físicas. respondem solidária e ilimitadamente pelas obrigações sociais. Todavia. sem prejuízo da responsabilidade perante terceiros. podem os sócios. no ato constitutivo. ou por unânime convenção posterior. limitar entre si a responsabilidade de cada um. Opera sob firma. na qual somente os nomes daqueles poderão figurar. bastando para formá-la aditar ao nome de um deles a expressão “e companhia” ou sua abreviatura. Os seus atos constitutivos. alteradores e extintivo são arquivados na Junta Comercial. Base legal: Código Civil (Lei 10.406 de 10/01/2002. art. 1.039 ao 1.044)	70568.29	0.00	13240.59	0.00	5620525.09	542187.31	35.78	9016.98	3916402.82	816673.18	3648631.15	0.00	7089979.05	0.00	342714.56	89645.11	325992.38
2076	Sociedade Empresária em Nome Coletivo	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. em que todos os sócios. pessoas físicas. respondem solidária e ilimitadamente pelas obrigações sociais. Todavia. sem prejuízo da responsabilidade perante terceiros. podem os sócios. no ato constitutivo. ou por unânime convenção posterior. limitar entre si a responsabilidade de cada um. Opera sob firma. na qual somente os nomes daqueles poderão figurar. bastando para formá-la aditar ao nome de um deles a expressão "e companhia" ou sua abreviatura. Os seus atos constitutivos. alteradores e extintivo são arquivados na Junta Comercial	70568.29	0.00	13240.59	0.00	5620525.09	542187.31	35.78	9016.98	3916402.82	816673.18	3648631.15	0.00	7089979.05	0.00	342714.56	89645.11	325992.38
2089	Sociedade Empresária em Comandita Simples	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. com o capital dividido em quotas subscritas por dois tipos de sócios: os sócios comanditados. pessoas físicas. que respondem solidária e ilimitadamente pelas obrigações sociais e os sócios comanditários. obrigados somente pelo valor de sua quota. A firma deverá conter o nome de pelo menos um dos sócios comanditados. com o aditivo “e companhia”. por extenso ou abreviadamente. Os seus atos constitutivo. alteradores e extintivo são arquivados na Junta Comercial. Base legal: Código Civil (Lei 10.406 de 10/01/2002. art. 1.045 a 1.051)	0.00	0.00	0.00	0.00	883925.79	531159.52	0.00	0.00	1066571.69	215389.07	478753.40	0.00	1677252.75	0.00	215208.17	5690.21	122208.43
2097	Sociedade Empresária em Comandita por Ações	as entidades dotadas de personalidade jurídica de direito privado. de natureza empresária. com o capital dividido em ações. regidas pelas normas relativas às companhia ou sociedades anônimas. com as alterações previstas nos artigos 1.090 a 1.092 do CC/2002. com dois tipos de sócios: os sócios comanditados com responsabilidade ilimitada. solidária e subsidiária pelas obrigações sociais (sócios diretores ou gerentes) e os sócios comanditários. com responsabilidade limitada e que só se obrigam a realizar as ações subscritas ou adquiridas. O nome empresarial da sociedade em comandita por ações pode ser denominação ou firma. A denominação deve conter algum elemento individualizador (nome de pessoa ou coisa. sigla. expressão de fantasia. etc.). devendo conter a indicação dos fins sociais. A firma deve conter o nome de um ou mais sócios de responsabilidade ilimitada (comanditados). com o aditamento. de forma abreviada ou não. da expressão “e companhia”. proibida a inclusão do nome de qualquer sócio de responsabilidade limitada (comanditário). Tanto na denominação quanto na firma é obrigatória a identificação do tipo societário pela locução “comandita por ações”. por extenso ou abreviadamente. Os seus atos constitutivo. alteradores e extintivo são arquivados na Junta Comercial. • Obs.: As sociedades por ações (isto é a sociedade anônima e também a do tipo “em comandita por ações”) são sempre empresárias. conforme estabelece o NCC no § único do art. 982. Base legal: Lei n. º 6.404. de 1976. art. 280 a 284. Código Civil (Lei 10.406 de 10/01/2002. art. 1.090 a 1.092)	0.00	0.00	0.00	0.00	40938.96	338224.46	0.00	1398.21	173143.92	36783.42	25702.49	0.00	1598379.00	0.00	91237.64	13701.63	117391.96
2100	Sociedade de Capital e Indústria	as entidades dotadas de personalidade jurídica de direito privado. de natureza mercantil. formadas por dois tipos de sócios: os sócios capitalistas que entram com recursos para a formação do capital e os sócios de indústria que contribuem apenas com o trabalho. A razão social é constituída com o nome dos sócios capitalistas. seguida da expressão "e companhia". por extenso ou abreviadamente. Os seus atos constitutivo. alteradores e extintivos são registrados e arquivados na Junta Comercial	0.00	0.00	0.00	0.00	1497.46	0.00	0.00	0.00	0.00	0.00	949.72	0.00	0.00	0.00	1904.63	100.00	48756.25
2127	Sociedade em Conta de Participação	as sociedades civis podem ser puras. não se revestindo de qualquer das formas estabelecidas nas leis comerciais. inclusive as sociedades civis de advogados. ou podem se revestir das seguintes formas: Sociedade por Quotas de Responsabilidade Limitada. Sociedade em Nome Coletivo. Sociedade em Comandita Simples. Sociedade em Comandita por Ações. Sociedade de Capital e Indústria e Sociedade em Conta de Participação	0.00	0.00	0.00	0.00	6626381.73	45456.98	47352.02	0.00	3274493.11	692988.06	4286867.03	0.00	221171.66	0.00	19990208.27	15498.29	184743.38
2135	Empresário (Individual)	o empresário pessoa física que exerce profissionalmente atividade econômica. organizada para a produção ou circulação de bens ou de serviços. sem se constituir pessoa jurídica e sem a participação de qualquer sócio. mas que. para fins do Imposto de Renda é equiparado à pessoa jurídica. É obrigatória a inscrição do empresário na Junta Comercial. antes do início de sua atividade. O empresário responde ilimitadamente pelas obrigações empresárias assumidas. Base legal: Código Civil (Lei 10.406 de 10/01/2002. art. 966 e seguintes)	34258306.62	5232.23	143766276.55	104096.47	2124280823.51	578489475.97	396596.22	111069.21	3291864273.97	715346615.83	1449055359.99	34015.69	18105356790.91	342.58	28420993.59	223507756.43	149493989.14
2143	Cooperativa	as sociedades de pessoas que se obrigam. através da celebração de contratos de sociedades cooperativas. a contribuir. com bens ou serviços. para o exercício de uma atividade econômica. de proveito comum. sem objetivo de lucro. podendo ter por objeto qualquer gênero de serviço. operação ou atividade. As cooperativas independentemente da atividade que explorem. serão sempre consideradas sociedades simples. porém. devem arquivar seus atos no órgão executor do Registro Público de Empresas Mercantis (Junta Comercial)	38458375.28	4575.24	16273279.25	0.00	712200435.73	8115780191.18	3556459259.72	1019947.62	1296888545.21	369637790.27	483486583.57	983690.36	7749612378.28	188.82	949485036.65	108717031.49	170230794.83
2151	Consórcio de Sociedades	os consórcios constituídos por companhias ou quaisquer outras sociedades. sob o mesmo controle ou não. para a execução de determinado empreendimento. observado o disposto nos artigos 278 e 279 da Lei n. º 6.404. de 1976. Os consórcios não têm personalidade jurídica própria (as empresas que o constituem. sim). O contrato de consórcios e suas alterações são arquivados na Junta Comercial. Base legal: Lei n. º 6.404. de 1976. art. 278 e 279	28638893.67	0.00	11860164.99	0.00	13037927.38	289663439.06	191431.00	686.51	90373418.58	20424629.71	12438655.88	1060531.81	1018695233.74	0.00	81326951.32	3022752.35	5079824.44
2160	Grupo de Sociedades	as sociedades que se encontram sob controle comum. a partir de ato formal de constituição (grupo de direito) ou não (grupo de fato). às quais são reservadas as designações “grupo de sociedades” ou “grupo”. Do grupo apenas participam a controladora e as sociedades que estejam sob seu controle direto ou indireto. O grupo se constitui mediante uma convenção ou contrato. registrado na Junta Comercial. no qual são declinados os fins almejados. os recursos que serão combinados. as atividades a serem empreendidas em comum. as relações entre as sociedades. a estrutura administrativa do grupo e as condições de coordenação ou de subordinação dos administradores das filiadas à administração geral. A formação do grupo não conduz à constituição de uma nova sociedade. tanto que não se cria uma pessoa jurídica. não se estabelece um capital comum. não se tem um patrimônio distinto. Base legal: Lei n. º 6.404. de 1976. art. 265 a 277	0.00	0.00	0.00	0.00	41493.13	1420.39	0.00	0.00	0.00	0.00	9697.03	0.00	0.00	0.00	7381.89	3889.55	37356.45
2178	Estabelecimento. no Brasil. de Sociedade Estrangeira	as sociedades que se encontram sob controle comum. a partir de ato formal de constituição (grupo de direito) ou não (grupo de fato). às quais são reservadas as designações “grupo de sociedades” ou “grupo”. Do grupo apenas participam a controladora e as sociedades que estejam sob seu controle direto ou indireto. O grupo se constitui mediante uma convenção ou contrato. registrado na Junta Comercial. no qual são declinados os fins almejados. os recursos que serão combinados. as atividades a serem empreendidas em comum. as relações entre as sociedades. a estrutura administrativa do grupo e as condições de coordenação ou de subordinação dos administradores das filiadas à administração geral. A formação do grupo não conduz à constituição de uma nova sociedade. tanto que não se cria uma pessoa jurídica. não se estabelece um capital comum. não se tem um patrimônio distinto. Base legal: Lei n. º 6.404. de 1976. art. 265 a 277	243124093.60	0.00	3634480.14	0.00	103450174.67	248567912.35	3190861.12	272.36	79566221.40	17253344.50	57593902.12	4970218.82	285636529.82	0.00	27232574.77	17736866.46	4370682.05
2216	Empresa Domiciliada no Exterior	as empresas domiciliadas no exterior que possuam. no Brasil. imóveis. aeronaves e demais bens sujeitos a registro de propriedade ou posse perante órgãos públicos localizados ou utilizados no Brasil. (Portaria Interministerial Ministro de Estado da Fazenda/Ministro de Estado das Relações Exteriores n. º 101. de 23 de abril de 2002)	0.00	0.00	0.00	0.00	4953450.90	26633617.87	5608.19	149.20	2278.79	448.91	146672.48	0.00	836592.48	0.00	200844.30	10692.15	610732.20
2224	Clube/Fundo de Investimento	os clubes de investimento regulados pela Comissão de Valores Mobiliários (CVM) ou pelo Banco Central do Brasil (Bacen). como. por exemplo. os clubes de investimento em ouro. os fundos de investimentos mobiliários. os fundos de investimento imobiliário regulados pela CVM e de renda variável ou de renda fixa. regulados pela CVM ou pelo Bacen. tais como: os fundos de investimento em títulos e valores mobiliários; os fundos de investimento em cotas de fundo de investimento em títulos e valores mobiliários; os fundos de investimento cultural e artístico (Ficart); os fundos mútuos de investimento em empresas emergentes; os fundos mútuos de investimento em empresas emergentes – capital estrangeiro; os fundos de investimento em direitos creditórios; os fundos de aplicação em quotas de fundos de investimento em direitos creditórios; os fundos de investimento financeiro (FIF); os fundos de aplicação em cotas de fundos de investimento financeiro; os fundos de investimento no exterior (Fiex); os fundos de investimento em “commodities”; os fundos de investimento em índice de mercado (fundo de índice)	1540.00	0.00	0.00	0.00	4316053.22	74893299.98	635826.97	110181.10	2188124.82	474317.78	1685997.25	308467.15	5166453.55	24147.97	278226.72	438451.36	15909620.17
2232	Sociedade Simples Pura	as entidades dotadas de personalidade jurídica de direito privado. com finalidades lucrativas. que têm por objeto o exercício de atividade rural ou intelectual. de natureza científica. literária ou artística. não sujeitas à falência. identificadas por uma denominação. podendo ter duas categorias de sócios (obrigatoriamente. aqueles que contribuem na constituição do capital com bens inclusive dinheiro e. facultativamente. aqueles cuja contribuição consista apenas em prestação de serviços). com atos constitutivos. alteradores e extintivo registrados no Cartório de Registro Civil das Pessoas Jurídicas. não se revestindo de quaisquer das formas reguladas no Código Civil (Lei 10.406 de 10/01/2002). O contrato social obrigatoriamente terá que prevê se a responsabilidade dos sócios pelas obrigações contraídas pela sociedade simples pura é subsidiária ou não e as sociedades de advogados cujos atos são registrados na Seção da Ordem dos Advogados do Brasil (OAB)	4962.22	0.00	25022.12	594.85	4448576427.36	493341176.91	1561987.17	78379.43	1183532186.52	255409061.39	1833003838.51	7125011.91	1699370320.48	100.64	64504384.04	10648590.73	21529400.33
2240	Sociedade Simples Limitada	as entidades dotadas de personalidade jurídica de direito privado. com finalidades lucrativas. que têm por objeto o exercício de atividade rural ou intelectual. de natureza científica. literária ou artística. não sujeitas à falência. identificadas por uma denominação ou razão social sempre seguidas da palavra “limitada” ou “Ltda.”. cujos atos constitutivo. alteradores e extintivo são registrados no Cartório de Registro Civil das Pessoas Jurídicas. com capital social dividido em quotas. iguais ou desiguais. cabendo uma ou mais a cada sócio. sendo a responsabilidade individual do sócio restrita ao valor de suas quotas. apesar de todos os sócios responderem solidariamente pela integralização do capital social	1502479.49	0.00	1150872.73	11314.82	3021394657.24	799303960.29	3869217.92	1047701.90	1263152972.65	275446706.35	1351248911.18	32397253.60	3478972194.85	23.57	96794414.09	34964940.47	76503469.73
2259	Sociedade Simples em Nome Coletivo	as entidades dotadas de personalidade jurídica de direito privado. com finalidades lucrativas. que têm por objeto o exercício de atividade rural ou intelectual. de natureza científica. literária ou artística. não sujeitas à falência. identificadas por uma firma social. na qual somente os sócios poderão figurar. sendo formada pelo nome de um deles aditado da expressão “e companhia” ou “e cia”. cujos atos constitutivo. alteradores e extintivo são registrados no Cartório de Registro Civil das Pessoas Jurídicas. constituídas de sócios exclusivamente pessoas físicas. os quais respondem solidária e ilimitadamente pelas obrigações sociais. Todavia. sem prejuízo da responsabilidade perante terceiros. podem os sócios. no ato constitutivo. ou por unânime convenção posterior. limitar entre si a responsabilidade de cada um	0.00	0.00	0.00	0.00	3098225.13	217527.96	0.00	45.00	1096998.13	247953.45	1473520.84	0.00	1474511.51	0.00	45755.74	15145.79	31267.15
